date,total_daily_kwh
2023-07-01 00:00:00+00:00,2.892499999999927
2023-07-02 00:00:00+00:00,10.29460000000006
2023-07-03 00:00:00+00:00,9.350500000000011
2023-07-04 00:00:00+00:00,7.747900000000072
2023-07-05 00:00:00+00:00,8.28189999999995
2023-07-06 00:00:00+00:00,8.517299999999977
2023-07-07 00:00:00+00:00,13.29099999999994
2023-07-08 00:00:00+00:00,9.904600000000073
2023-07-09 00:00:00+00:00,6.033599999999978
2023-07-10 00:00:00+00:00,10.479599999999891
2023-07-11 00:00:00+00:00,10.141400000000203
2023-07-12 00:00:00+00:00,10.665099999999939
2023-07-13 00:00:00+00:00,8.194099999999935
2023-07-14 00:00:00+00:00,8.01649999999995
2023-07-15 00:00:00+00:00,7.8659000000000106
2023-07-16 00:00:00+00:00,9.389699999999948
2023-07-17 00:00:00+00:00,11.179000000000087
2023-07-18 00:00:00+00:00,12.58159999999998
2023-07-19 00:00:00+00:00,5.8892000000000735
2023-07-20 00:00:00+00:00,5.3694000000000415
2023-07-21 00:00:00+00:00,8.100280769230721
2023-07-22 00:00:00+00:00,6.755953846153943
2023-07-23 00:00:00+00:00,6.755953846153716
2023-07-24 00:00:00+00:00,6.755953846153943
2023-07-25 00:00:00+00:00,6.755953846153716
2023-07-26 00:00:00+00:00,6.755953846153942
2023-07-27 00:00:00+00:00,6.755953846153716
2023-07-28 00:00:00+00:00,6.755953846153716
2023-07-29 00:00:00+00:00,6.755953846154171
2023-07-30 00:00:00+00:00,6.755953846153716
2023-07-31 00:00:00+00:00,6.755953846153716
2023-08-01 00:00:00+00:00,6.755953846153943
2023-08-02 00:00:00+00:00,6.755953846153942
2023-08-03 00:00:00+00:00,6.021773076922955
2023-08-04 00:00:00+00:00,9.204000000000178
2023-08-05 00:00:00+00:00,3.0550999999998107
2023-08-06 00:00:00+00:00,4.133000000000037
2023-08-07 00:00:00+00:00,10.799400000000105
2023-08-08 00:00:00+00:00,4.2725000000000355
2023-08-09 00:00:00+00:00,12.843799999999874
2023-08-10 00:00:00+00:00,12.914700000000039
2023-08-11 00:00:00+00:00,5.685199999999895
2023-08-12 00:00:00+00:00,11.404800000000023
2023-08-13 00:00:00+00:00,8.137500000000045
2023-08-14 00:00:00+00:00,11.54040000000009
2023-08-15 00:00:00+00:00,9.028699999999844
2023-08-16 00:00:00+00:00,10.97810000000004
2023-08-17 00:00:00+00:00,6.4628999999999905
2023-08-18 00:00:00+00:00,6.744800000000168
2023-08-19 00:00:00+00:00,9.082999999999856
2023-08-20 00:00:00+00:00,11.554000000000087
2023-08-21 00:00:00+00:00,12.235599999999977
2023-08-22 00:00:00+00:00,9.210100000000011
2023-08-23 00:00:00+00:00,12.354900000000043
2023-08-24 00:00:00+00:00,3.96069999999986
2023-08-25 00:00:00+00:00,5.407100000000128
2023-08-26 00:00:00+00:00,11.539899999999989
2023-08-27 00:00:00+00:00,9.71049999999991
2023-08-28 00:00:00+00:00,5.822900000000118
2023-08-29 00:00:00+00:00,7.8836999999998625
2023-08-30 00:00:00+00:00,9.259900000000016
2023-08-31 00:00:00+00:00,5.2560000000000855
2023-09-01 00:00:00+00:00,4.327399999999898
2023-09-02 00:00:00+00:00,6.176000000000158
2023-09-03 00:00:00+00:00,10.75
2023-09-04 00:00:00+00:00,10.377999999999929
2023-09-05 00:00:00+00:00,12.149799999999914
2023-09-06 00:00:00+00:00,11.879699999999957
2023-09-07 00:00:00+00:00,12.044800000000123
2023-09-08 00:00:00+00:00,11.21609999999987
2023-09-09 00:00:00+00:00,11.083000000000084
2023-09-10 00:00:00+00:00,10.659599999999955
2023-09-11 00:00:00+00:00,7.061799999999948
2023-09-12 00:00:00+00:00,4.308100000000195
2023-09-13 00:00:00+00:00,9.447799999999916
2023-09-14 00:00:00+00:00,10.106500000000096
2023-09-15 00:00:00+00:00,11.128999999999905
2023-09-16 00:00:00+00:00,8.625299999999925
2023-09-17 00:00:00+00:00,3.845400000000154
2023-09-18 00:00:00+00:00,7.324899999999842
2023-09-19 00:00:00+00:00,4.445900000000165
2023-09-20 00:00:00+00:00,4.746799999999894
2023-09-21 00:00:00+00:00,1.0831000000000581
2023-09-22 00:00:00+00:00,3.187899999999899
2023-09-23 00:00:00+00:00,8.990300000000161
2023-09-24 00:00:00+00:00,11.270499999999856
2023-09-25 00:00:00+00:00,4.770800000000008
2023-09-26 00:00:00+00:00,7.667599999999993
2023-09-27 00:00:00+00:00,5.955200000000104
2023-09-28 00:00:00+00:00,4.604900000000043
2023-09-29 00:00:00+00:00,2.6023999999999883
2023-09-30 00:00:00+00:00,8.508100000000013
2023-10-01 00:00:00+00:00,9.956399999999803
